file_name,accession,name,full_header
OR995440.fasta,OR995440.1,"Pyrus elaeagrifolia isolate J.Wu_col1872 chloroplast, complete genome","OR995440.1 Pyrus elaeagrifolia isolate J.Wu_col1872 chloroplast, complete genome"
OR995443.fasta,OR995443.1,"Pyrus fauriei isolate J.Wu_col1874 chloroplast, complete genome","OR995443.1 Pyrus fauriei isolate J.Wu_col1874 chloroplast, complete genome"
OR995445.fasta,OR995445.1,"Pyrus hondoensis isolate J.Wu_col1876 chloroplast, complete genome","OR995445.1 Pyrus hondoensis isolate J.Wu_col1876 chloroplast, complete genome"
OR995447.fasta,OR995447.1,"Pyrus hopeiensis isolate J.Wu_col1878 chloroplast, complete genome","OR995447.1 Pyrus hopeiensis isolate J.Wu_col1878 chloroplast, complete genome"
OR995448.fasta,OR995448.1,"Pyrus korshinskyi voucher Expeditio Biologica Sino-Rossica#1019 (US-03696475) chloroplast, complete genome","OR995448.1 Pyrus korshinskyi voucher Expeditio Biologica Sino-Rossica#1019 (US-03696475) chloroplast, complete genome"
OR995449.fasta,OR995449.1,"Pyrus mamorensis isolate J.Wu_col1879 chloroplast, complete genome","OR995449.1 Pyrus mamorensis isolate J.Wu_col1879 chloroplast, complete genome"
OR995467.fasta,OR995467.1,"Pyrus neoserrulata isolate J.Wu_col1895 chloroplast, complete genome","OR995467.1 Pyrus neoserrulata isolate J.Wu_col1895 chloroplast, complete genome"
OR995453.fasta,OR995453.1,"Pyrus pashia isolate J.Wu_col1883 chloroplast, complete genome","OR995453.1 Pyrus pashia isolate J.Wu_col1883 chloroplast, complete genome"
OR995454.fasta,OR995454.1,"Pyrus phaeocarpa isolate J.Wu_col1884 chloroplast, complete genome","OR995454.1 Pyrus phaeocarpa isolate J.Wu_col1884 chloroplast, complete genome"
OR995457.fasta,OR995457.1,"Pyrus pseudopashia isolate J.Wu_col1887 chloroplast, complete genome","OR995457.1 Pyrus pseudopashia isolate J.Wu_col1887 chloroplast, complete genome"
OR995458.fasta,OR995458.1,"Pyrus pyraster isolate J.Wu_col1888 chloroplast, complete genome","OR995458.1 Pyrus pyraster isolate J.Wu_col1888 chloroplast, complete genome"
PX220299.fasta,PX220299.1,"Pyrus pyrifolia cultivar Jindingxiehuasu voucher NLSL_1 chloroplast, complete genome","PX220299.1 Pyrus pyrifolia cultivar Jindingxiehuasu voucher NLSL_1 chloroplast, complete genome"
OR995462.fasta,OR995462.1,"Pyrus regelii isolate J.Wu_col1892 chloroplast, complete genome","OR995462.1 Pyrus regelii isolate J.Wu_col1892 chloroplast, complete genome"
OR995464.fasta,OR995464.1,"Pyrus sachokiana isolate J.Wu_col1894 chloroplast, complete genome","OR995464.1 Pyrus sachokiana isolate J.Wu_col1894 chloroplast, complete genome"
OR995466.fasta,OR995466.1,"Pyrus salicifolia isolate J.Wu_col1894 chloroplast, complete genome","OR995466.1 Pyrus salicifolia isolate J.Wu_col1894 chloroplast, complete genome"
OR995469.fasta,OR995469.1,"Pyrus spinosa isolate J.Wu_col1897 chloroplast, complete genome","OR995469.1 Pyrus spinosa isolate J.Wu_col1897 chloroplast, complete genome"
OR995444.fasta,OR995444.1,"Pyrus syriaca isolate J.Wu_col1875 chloroplast, complete genome","OR995444.1 Pyrus syriaca isolate J.Wu_col1875 chloroplast, complete genome"
OR995472.fasta,OR995472.1,"Pyrus takhtadzhianii voucher Collector illegible#s.n. (US-03696555) chloroplast, complete genome","OR995472.1 Pyrus takhtadzhianii voucher Collector illegible#s.n. (US-03696555) chloroplast, complete genome"
OR995476.fasta,OR995476.1,"Pyrus ussuriensis isolate J.Wu_col18103 chloroplast, complete genome","OR995476.1 Pyrus ussuriensis isolate J.Wu_col18103 chloroplast, complete genome"
OR995428.fasta,OR995428.1,"Pyrus ussuriensis var. aromatica isolate J.Wu_col1863 chloroplast, complete genome","OR995428.1 Pyrus ussuriensis var. aromatica isolate J.Wu_col1863 chloroplast, complete genome"
OR995451.fasta,OR995451.1,"Pyrus x nivalis isolate J.Wu_col1881 chloroplast, complete genome","OR995451.1 Pyrus x nivalis isolate J.Wu_col1881 chloroplast, complete genome"
OR995477.fasta,OR995477.1,"Pyrus xerophila isolate J.Wu_col18104 chloroplast, complete genome","OR995477.1 Pyrus xerophila isolate J.Wu_col18104 chloroplast, complete genome"
PP888130.fasta,PP888130.1,"Quercus acutissima isolate HB_BI2 chloroplast, complete genome","PP888130.1 Quercus acutissima isolate HB_BI2 chloroplast, complete genome"
PP887982.fasta,PP887982.1,"Quercus baronii isolate JN_BL1 chloroplast, complete genome","PP887982.1 Quercus baronii isolate JN_BL1 chloroplast, complete genome"
OR966887.fasta,OR966887.1,"Quercus camusae chloroplast, complete genome","OR966887.1 Quercus camusae chloroplast, complete genome"
PP465455.fasta,PP465455.1,"Quercus championii chloroplast, complete genome","PP465455.1 Quercus championii chloroplast, complete genome"
PP888222.fasta,PP888222.1,"Quercus chenii isolate QI_AO1 chloroplast, complete genome","PP888222.1 Quercus chenii isolate QI_AO1 chloroplast, complete genome"
PP465457.fasta,PP465457.1,"Quercus delavayi chloroplast, complete genome","PP465457.1 Quercus delavayi chloroplast, complete genome"
PZ337562.fasta,PZ337562.1,"Quercus dolicholepis voucher SYAU-YJ-001 chloroplast, complete genome","PZ337562.1 Quercus dolicholepis voucher SYAU-YJ-001 chloroplast, complete genome"
PP471847.fasta,PP471847.1,"Quercus gilva chloroplast, complete genome","PP471847.1 Quercus gilva chloroplast, complete genome"
OR493260.fasta,OR493260.1,"Quercus guyavifolia chloroplast, complete genome","OR493260.1 Quercus guyavifolia chloroplast, complete genome"
OR493265.fasta,OR493265.1,"Quercus longispica chloroplast, complete genome","OR493265.1 Quercus longispica chloroplast, complete genome"
OR493255.fasta,OR493255.1,"Quercus monimotricha chloroplast, complete genome","OR493255.1 Quercus monimotricha chloroplast, complete genome"
OR493263.fasta,OR493263.1,"Quercus pannosa chloroplast, complete genome","OR493263.1 Quercus pannosa chloroplast, complete genome"
OR493261.fasta,OR493261.1,"Quercus pseudosemecarpifolia chloroplast, complete genome","OR493261.1 Quercus pseudosemecarpifolia chloroplast, complete genome"
PP203132.fasta,PP203132.1,"Quercus pubescens subsp. pubescens chloroplast, complete genome","PP203132.1 Quercus pubescens subsp. pubescens chloroplast, complete genome"
OR493267.fasta,OR493267.1,"Quercus rehderiana chloroplast, complete genome","OR493267.1 Quercus rehderiana chloroplast, complete genome"
OR966888.fasta,OR966888.1,"Quercus semiserrata chloroplast, complete genome","OR966888.1 Quercus semiserrata chloroplast, complete genome"
OR493269.fasta,OR493269.1,"Quercus senescens chloroplast, complete genome","OR493269.1 Quercus senescens chloroplast, complete genome"
PP465456.fasta,PP465456.1,"Quercus sichourensis chloroplast, complete genome","PP465456.1 Quercus sichourensis chloroplast, complete genome"
PZ337663.fasta,PZ337663.1,"Quercus sp. isolate ELOT chloroplast, complete genome","PZ337663.1 Quercus sp. isolate ELOT chloroplast, complete genome"
OR493256.fasta,OR493256.1,"Quercus spinosa chloroplast, complete genome","OR493256.1 Quercus spinosa chloroplast, complete genome"
PP465454.fasta,PP465454.1,"Quercus thorelii chloroplast, complete genome","PP465454.1 Quercus thorelii chloroplast, complete genome"
PP889298.fasta,PP889298.1,"Quercus variabilis isolate YC_EB1 chloroplast, complete genome","PP889298.1 Quercus variabilis isolate YC_EB1 chloroplast, complete genome"
PZ055524.fasta,PZ055524.1,"Quillaja lancifolia voucher ICN 142953 chloroplast, complete genome","PZ055524.1 Quillaja lancifolia voucher ICN 142953 chloroplast, complete genome"
PX400301.fasta,PX400301.1,"Radermachera sinica isolate 175852846721508 chloroplast, complete genome","PX400301.1 Radermachera sinica isolate 175852846721508 chloroplast, complete genome"
PV870819.fasta,PV870819.1,"Rafnia angulata voucher Yi15123-KUN chloroplast, complete genome","PV870819.1 Rafnia angulata voucher Yi15123-KUN chloroplast, complete genome"
PP541876.fasta,PP541876.1,"Ranunculus acris chloroplast, complete genome","PP541876.1 Ranunculus acris chloroplast, complete genome"
PV621859.fasta,PV621859.1,"Ranunculus arvensis chloroplast, complete genome","PV621859.1 Ranunculus arvensis chloroplast, complete genome"
PV621860.fasta,PV621860.1,"Ranunculus aureopetalus chloroplast, complete genome","PV621860.1 Ranunculus aureopetalus chloroplast, complete genome"
PP840339.fasta,PP840339.1,"Ranunculus bulbosus chloroplast, complete genome","PP840339.1 Ranunculus bulbosus chloroplast, complete genome"
PP541877.fasta,PP541877.1,"Ranunculus carinthiacus chloroplast, complete genome","PP541877.1 Ranunculus carinthiacus chloroplast, complete genome"
PV621858.fasta,PV621858.1,"Ranunculus glacialis chloroplast, complete genome","PV621858.1 Ranunculus glacialis chloroplast, complete genome"
PX753853.fasta,PX753853.1,"Ranunculus glareosus chloroplast, complete genome","PX753853.1 Ranunculus glareosus chloroplast, complete genome"
PV364609.fasta,PV364609.1,"Ranunculus laetus chloroplast, complete genome","PV364609.1 Ranunculus laetus chloroplast, complete genome"
PP541878.fasta,PP541878.1,"Ranunculus montanus chloroplast, complete genome","PP541878.1 Ranunculus montanus chloroplast, complete genome"
PV744414.fasta,PV744414.1,"Ranunculus muricatus chloroplast, complete genome","PV744414.1 Ranunculus muricatus chloroplast, complete genome"
PX686328.fasta,PX686328.1,"Ranunculus nephelogenes chloroplast, complete genome","PX686328.1 Ranunculus nephelogenes chloroplast, complete genome"
PV621861.fasta,PV621861.1,"Ranunculus sieboldii chloroplast, complete genome","PV621861.1 Ranunculus sieboldii chloroplast, complete genome"
PP541879.fasta,PP541879.1,"Ranunculus thora chloroplast, complete genome","PP541879.1 Ranunculus thora chloroplast, complete genome"
PP541880.fasta,PP541880.1,"Ranunculus tuberosus chloroplast, complete genome","PP541880.1 Ranunculus tuberosus chloroplast, complete genome"
PV621862.fasta,PV621862.1,"Ranunculus uncostigma chloroplast, complete genome","PV621862.1 Ranunculus uncostigma chloroplast, complete genome"
OR832754.fasta,OR832754.1,"Reevesia pubescens chloroplast, complete genome","OR832754.1 Reevesia pubescens chloroplast, complete genome"
MW029458.fasta,MW029458.1,"Reevesia thyrsoidea voucher PDBK2010-0172 chloroplast, complete genome","MW029458.1 Reevesia thyrsoidea voucher PDBK2010-0172 chloroplast, complete genome"
PP155507.fasta,PP155507.1,"regale Lilium regale chloroplast, complete genome","PP155507.1 regale Lilium regale chloroplast, complete genome"
PX170676.fasta,PX170676.1,"Rehmannia chrysantha strain HHDH1 chloroplast, complete genome","PX170676.1 Rehmannia chrysantha strain HHDH1 chloroplast, complete genome"
PP541881.fasta,PP541881.1,"Reseda lutea subsp. lutea chloroplast, complete genome","PP541881.1 Reseda lutea subsp. lutea chloroplast, complete genome"
PP541882.fasta,PP541882.1,"Reseda luteola chloroplast, complete genome","PP541882.1 Reseda luteola chloroplast, complete genome"
PV870802.fasta,PV870802.1,"Retama monosperma voucher Yi14774-KUN chloroplast, complete genome","PV870802.1 Retama monosperma voucher Yi14774-KUN chloroplast, complete genome"
PX394660.fasta,PX394660.1,"Rhamnella franguloides isolate Rh-f chloroplast, complete genome","PX394660.1 Rhamnella franguloides isolate Rh-f chloroplast, complete genome"
PQ891889.fasta,PQ891889.1,"Rhamnella wilsonii voucher 1813s-2017-LZ06-25_H3TLGDMXX chloroplast, complete genome","PQ891889.1 Rhamnella wilsonii voucher 1813s-2017-LZ06-25_H3TLGDMXX chloroplast, complete genome"
PP541883.fasta,PP541883.1,"Rhamnus cathartica chloroplast, complete genome","PP541883.1 Rhamnus cathartica chloroplast, complete genome"
PX969651.fasta,PX969651.1,"Rhamnus erythroxylum voucher UBU2026 chloroplast, complete genome","PX969651.1 Rhamnus erythroxylum voucher UBU2026 chloroplast, complete genome"
PP541884.fasta,PP541884.1,"Rhamnus saxatilis chloroplast, complete genome","PP541884.1 Rhamnus saxatilis chloroplast, complete genome"
PQ963207.fasta,PQ963207.1,"Rheum webbianum isolate Royle chloroplast, complete genome","PQ963207.1 Rheum webbianum isolate Royle chloroplast, complete genome"
PP541885.fasta,PP541885.1,"Rhinanthus alectorolophus subsp. alectorolophus chloroplast, complete genome","PP541885.1 Rhinanthus alectorolophus subsp. alectorolophus chloroplast, complete genome"
PP541886.fasta,PP541886.1,"Rhinanthus freynii chloroplast, complete genome","PP541886.1 Rhinanthus freynii chloroplast, complete genome"
PP541887.fasta,PP541887.1,"Rhinanthus minor chloroplast, complete genome","PP541887.1 Rhinanthus minor chloroplast, complete genome"
PZ291611.fasta,PZ291611.1,"Rhizophora mangle chloroplast, complete genome","PZ291611.1 Rhizophora mangle chloroplast, complete genome"
PZ291610.fasta,PZ291610.1,"Rhizophora racemosa chloroplast, complete genome","PZ291610.1 Rhizophora racemosa chloroplast, complete genome"
PP975596.fasta,PP975596.1,"Rhodiola alsia chloroplast, complete genome","PP975596.1 Rhodiola alsia chloroplast, complete genome"
PP965695.fasta,PP965695.1,"Rhodiola alterna chloroplast, complete genome","PP965695.1 Rhodiola alterna chloroplast, complete genome"
PZ229033.fasta,PZ229033.1,"Rhodiola amabilis isolate TPIB01245 chloroplast, complete genome","PZ229033.1 Rhodiola amabilis isolate TPIB01245 chloroplast, complete genome"
PP262146.fasta,PP262146.1,"Rhodiola angusta isolate THCBHJT01 chloroplast, complete genome","PP262146.1 Rhodiola angusta isolate THCBHJT01 chloroplast, complete genome"
PP965697.fasta,PP965697.1,"Rhodiola atuntsuensis chloroplast, complete genome","PP965697.1 Rhodiola atuntsuensis chloroplast, complete genome"
PP975593.fasta,PP975593.1,"Rhodiola chrysanthemifolia subsp. sacra isolate GBJD chloroplast, complete genome","PP975593.1 Rhodiola chrysanthemifolia subsp. sacra isolate GBJD chloroplast, complete genome"
PP975607.fasta,PP975607.1,"Rhodiola coccinea subsp. scabrida chloroplast, complete genome","PP975607.1 Rhodiola coccinea subsp. scabrida chloroplast, complete genome"
PP262137.fasta,PP262137.1,"Rhodiola crenulata isolate DHHJT chloroplast, complete genome","PP262137.1 Rhodiola crenulata isolate DHHJT chloroplast, complete genome"
PP262148.fasta,PP262148.1,"Rhodiola cretinii subsp. sinoalpina isolate XJDHHJT01 chloroplast, complete genome","PP262148.1 Rhodiola cretinii subsp. sinoalpina isolate XJDHHJT01 chloroplast, complete genome"
PP965698.fasta,PP965698.1,"Rhodiola discolor chloroplast, complete genome","PP965698.1 Rhodiola discolor chloroplast, complete genome"
PP262144.fasta,PP262144.1,"Rhodiola dumulosa isolate TBXCHJT01 chloroplast, complete genome","PP262144.1 Rhodiola dumulosa isolate TBXCHJT01 chloroplast, complete genome"
PP262134.fasta,PP262134.1,"Rhodiola fastigiata isolate CBHJT chloroplast, complete genome","PP262134.1 Rhodiola fastigiata isolate CBHJT chloroplast, complete genome"
PP975597.fasta,PP975597.1,"Rhodiola forrestii chloroplast, complete genome","PP975597.1 Rhodiola forrestii chloroplast, complete genome"
PP975598.fasta,PP975598.1,"Rhodiola gelida chloroplast, complete genome","PP975598.1 Rhodiola gelida chloroplast, complete genome"
PP262150.fasta,PP262150.1,"Rhodiola heterodonta isolate XJYCHJT01 chloroplast, complete genome","PP262150.1 Rhodiola heterodonta isolate XJYCHJT01 chloroplast, complete genome"
PP262151.fasta,PP262151.1,"Rhodiola himalensis isolate XMHJT chloroplast, complete genome","PP262151.1 Rhodiola himalensis isolate XMHJT chloroplast, complete genome"
PP262152.fasta,PP262152.1,"Rhodiola kirilowii isolate DQZJHJT01 chloroplast, complete genome","PP262152.1 Rhodiola kirilowii isolate DQZJHJT01 chloroplast, complete genome"
PP975599.fasta,PP975599.1,"Rhodiola liciae chloroplast, complete genome","PP975599.1 Rhodiola liciae chloroplast, complete genome"
PP262149.fasta,PP262149.1,"Rhodiola litwinowii isolate XJHEHJT01 chloroplast, complete genome","PP262149.1 Rhodiola litwinowii isolate XJHEHJT01 chloroplast, complete genome"
PP975600.fasta,PP975600.1,"Rhodiola nobilis chloroplast, complete genome","PP975600.1 Rhodiola nobilis chloroplast, complete genome"
PP262138.fasta,PP262138.1,"Rhodiola primuloides isolate DLBCHJT01 chloroplast, complete genome","PP262138.1 Rhodiola primuloides isolate DLBCHJT01 chloroplast, complete genome"
PP975601.fasta,PP975601.1,"Rhodiola purpureoviridis chloroplast, complete genome","PP975601.1 Rhodiola purpureoviridis chloroplast, complete genome"
PP262143.fasta,PP262143.1,"Rhodiola quadrifida isolate SLHJT chloroplast, complete genome","PP262143.1 Rhodiola quadrifida isolate SLHJT chloroplast, complete genome"
PP975604.fasta,PP975604.1,"Rhodiola renii isolate 3 chloroplast, complete genome","PP975604.1 Rhodiola renii isolate 3 chloroplast, complete genome"
PP165063.fasta,PP165063.1,"Rhodiola rosea chloroplast, complete genome","PP165063.1 Rhodiola rosea chloroplast, complete genome"
PP262147.fasta,PP262147.1,"Rhodiola sachalinensis isolate THKYHJT01-1 chloroplast, complete genome","PP262147.1 Rhodiola sachalinensis isolate THKYHJT01-1 chloroplast, complete genome"
PP975608.fasta,PP975608.1,"Rhodiola semenovii chloroplast, complete genome","PP975608.1 Rhodiola semenovii chloroplast, complete genome"
PP975609.fasta,PP975609.1,"Rhodiola serrata chloroplast, complete genome","PP975609.1 Rhodiola serrata chloroplast, complete genome"
PP975610.fasta,PP975610.1,"Rhodiola sinuata chloroplast, complete genome","PP975610.1 Rhodiola sinuata chloroplast, complete genome"
PP234588.fasta,PP234588.1,"Rhodiola smithii isolate p80 chloroplast, complete genome","PP234588.1 Rhodiola smithii isolate p80 chloroplast, complete genome"
PP965700.fasta,PP965700.1,"Rhodiola tangutica chloroplast, complete genome","PP965700.1 Rhodiola tangutica chloroplast, complete genome"
PP965701.fasta,PP965701.1,"Rhodiola tibetica chloroplast, complete genome","PP965701.1 Rhodiola tibetica chloroplast, complete genome"
PP262133.fasta,PP262133.1,"Rhodiola tieghemii isolate BTHJT chloroplast, complete genome","PP262133.1 Rhodiola tieghemii isolate BTHJT chloroplast, complete genome"
PP262135.fasta,PP262135.1,"Rhodiola wallichiana isolate CJHJT chloroplast, complete genome","PP262135.1 Rhodiola wallichiana isolate CJHJT chloroplast, complete genome"
PP262153.fasta,PP262153.1,"Rhodiola wallichiana var. cholaensis isolate DZCJHJT chloroplast, complete genome","PP262153.1 Rhodiola wallichiana var. cholaensis isolate DZCJHJT chloroplast, complete genome"
PP262155.fasta,PP262155.1,"Rhodiola yunnanensis isolate YNHJT chloroplast, complete genome","PP262155.1 Rhodiola yunnanensis isolate YNHJT chloroplast, complete genome"
PZ095205.fasta,PZ095205.1,"Rhododendron griersonianum chloroplast, complete genome","PZ095205.1 Rhododendron griersonianum chloroplast, complete genome"
PV614722.fasta,PV614722.1,"Rhododendron sp. HZ-2025a chloroplast, complete genome","PV614722.1 Rhododendron sp. HZ-2025a chloroplast, complete genome"
PV409682.fasta,PV409682.1,"Rhodohypoxis baurii chloroplast, complete genome","PV409682.1 Rhodohypoxis baurii chloroplast, complete genome"
ON693853.fasta,ON693853.1,"Rhodoleia championii isolate HHH82-1AA chloroplast, complete genome","ON693853.1 Rhodoleia championii isolate HHH82-1AA chloroplast, complete genome"
ON729341.fasta,ON729341.1,"Rhodoleia henryi chloroplast, complete genome","ON729341.1 Rhodoleia henryi chloroplast, complete genome"
PV553468.fasta,PV553468.1,"Rhodostemonodaphne kunthiana voucher A. Rodriguez & al. 3362 chloroplast, complete genome","PV553468.1 Rhodostemonodaphne kunthiana voucher A. Rodriguez & al. 3362 chloroplast, complete genome"
PX126038.1.fasta,PX126038.1,"Rhopalodia californica isolate 22EEL08 chloroplast, complete genome","PX126038.1 Rhopalodia californica isolate 22EEL08 chloroplast, complete genome"
PX126039.1.fasta,PX126039.1,"Rhopalodia californica isolate 22MatA01 chloroplast, complete genome","PX126039.1 Rhopalodia californica isolate 22MatA01 chloroplast, complete genome"
PV631713.1.fasta,PV631713.1,"Rhopalodia fuxianensis chloroplast, complete genome","PV631713.1 Rhopalodia fuxianensis chloroplast, complete genome"
PV631711.1.fasta,PV631711.1,"Rhopalodia inflata chloroplast, complete genome","PV631711.1 Rhopalodia inflata chloroplast, complete genome"
PV599774.1.fasta,PV599774.1,"Rhopalodia sterrenburgii chloroplast, complete genome","PV599774.1 Rhopalodia sterrenburgii chloroplast, complete genome"
PV631712.1.fasta,PV631712.1,"Rhopalodia yunnanensis chloroplast, complete genome","PV631712.1 Rhopalodia yunnanensis chloroplast, complete genome"
OR783476.fasta,OR783476.1,"Rhynchopsidium pumilum chloroplast, complete genome","OR783476.1 Rhynchopsidium pumilum chloroplast, complete genome"
PZ168340.fasta,PZ168340.1,"Rhynchosia minima chloroplast, complete genome","PZ168340.1 Rhynchosia minima chloroplast, complete genome"
PP078696.fasta,PP078696.1,"Ribes fasciculatum isolate ZXX21002 chloroplast, complete genome","PP078696.1 Ribes fasciculatum isolate ZXX21002 chloroplast, complete genome"
PP203133.fasta,PP203133.1,"Ribes petraeum chloroplast, complete genome","PP203133.1 Ribes petraeum chloroplast, complete genome"
PX999661.fasta,PX999661.1,"Richardia brasiliensis chloroplast, complete genome","PX999661.1 Richardia brasiliensis chloroplast, complete genome"
PQ834960.fasta,PQ834960.1,"Robinia neomexicana var. luxurians isolate XH chloroplast, complete genome","PQ834960.1 Robinia neomexicana var. luxurians isolate XH chloroplast, complete genome"
PQ593568.fasta,PQ593568.1,"Robinia pseudoacacia chloroplast, complete genome","PQ593568.1 Robinia pseudoacacia chloroplast, complete genome"
PQ580731.fasta,PQ580731.1,"Rochelia bungei voucher BNU2020XJ043 chloroplast, complete genome","PQ580731.1 Rochelia bungei voucher BNU2020XJ043 chloroplast, complete genome"
PV548698.fasta,PV548698.1,"Rochelia campanulata voucher 2023TAJ289 chloroplast, complete genome","PV548698.1 Rochelia campanulata voucher 2023TAJ289 chloroplast, complete genome"
PQ585759.fasta,PQ585759.1,"Rochelia cardiosepala voucher BNU2021XJ096 chloroplast, complete genome","PQ585759.1 Rochelia cardiosepala voucher BNU2021XJ096 chloroplast, complete genome"
PQ580730.fasta,PQ580730.1,"Rochelia leiocarpa voucher BNU2020XJ078 chloroplast, complete genome","PQ580730.1 Rochelia leiocarpa voucher BNU2020XJ078 chloroplast, complete genome"
PV548697.fasta,PV548697.1,"Rochelia rectipes voucher TASH:s. n. chloroplast, complete genome","PV548697.1 Rochelia rectipes voucher TASH:s. n. chloroplast, complete genome"
PV548701.fasta,PV548701.1,"Rochelia sessiliflora voucher TASH:50 chloroplast, complete genome","PV548701.1 Rochelia sessiliflora voucher TASH:50 chloroplast, complete genome"
PV640437.fasta,PV640437.1,"Rorippa dubia chloroplast, complete genome","PV640437.1 Rorippa dubia chloroplast, complete genome"
PP297065.fasta,PP297065.1,"Rorippa globosa chloroplast, complete genome","PP297065.1 Rorippa globosa chloroplast, complete genome"
PP297066.fasta,PP297066.1,"Rorippa indica chloroplast, complete genome","PP297066.1 Rorippa indica chloroplast, complete genome"
PP165064.fasta,PP165064.1,"Rorippa palustris chloroplast, complete genome","PP165064.1 Rorippa palustris chloroplast, complete genome"
PP297068.fasta,PP297068.1,"Rorippa sylvestris chloroplast, complete genome","PP297068.1 Rorippa sylvestris chloroplast, complete genome"
PV744412.fasta,PV744412.1,"Rosa abyssinica voucher CDBI:ZC694 chloroplast, complete genome","PV744412.1 Rosa abyssinica voucher CDBI:ZC694 chloroplast, complete genome"
PV330080.fasta,PV330080.1,"Rosa acicularis isolate ipbb_64.12.6.1 chloroplast, complete genome","PV330080.1 Rosa acicularis isolate ipbb_64.12.6.1 chloroplast, complete genome"
PV744374.fasta,PV744374.1,"Rosa anemoniflora voucher CDBI:SF2010-157-3 chloroplast, complete genome","PV744374.1 Rosa anemoniflora voucher CDBI:SF2010-157-3 chloroplast, complete genome"
PV744409.fasta,PV744409.1,"Rosa arvensis voucher CDBI:GXF16220-1 chloroplast, complete genome","PV744409.1 Rosa arvensis voucher CDBI:GXF16220-1 chloroplast, complete genome"
PV744413.fasta,PV744413.1,"Rosa blanda voucher CDBI:GXF16595 chloroplast, complete genome","PV744413.1 Rosa blanda voucher CDBI:GXF16595 chloroplast, complete genome"
PP976079.fasta,PP976079.1,"Rosa bracteata isolate M602_10 chloroplast, complete genome","PP976079.1 Rosa bracteata isolate M602_10 chloroplast, complete genome"
PV550499.fasta,PV550499.1,"Rosa canina isolate S27 voucher GLM12396 chloroplast, complete genome","PV550499.1 Rosa canina isolate S27 voucher GLM12396 chloroplast, complete genome"
PP976074.fasta,PP976074.1,"Rosa chinensis isolate J981_7 cultivar Old Blush chloroplast, complete genome","PP976074.1 Rosa chinensis isolate J981_7 cultivar Old Blush chloroplast, complete genome"
PP976076.fasta,PP976076.1,"Rosa chinensis var. minima isolate J981_9 chloroplast, complete genome","PP976076.1 Rosa chinensis var. minima isolate J981_9 chloroplast, complete genome"
PP976081.fasta,PP976081.1,"Rosa chinensis var. spontanea isolate M602_12 cultivar Pink Blush chloroplast, complete genome","PP976081.1 Rosa chinensis var. spontanea isolate M602_12 cultivar Pink Blush chloroplast, complete genome"
OK509171.fasta,OK509171.1,"Rosa clinophylla var. clinophylla isolate 8 voucher GXFhome-MD chloroplast, complete genome","OK509171.1 Rosa clinophylla var. clinophylla isolate 8 voucher GXFhome-MD chloroplast, complete genome"
PP976091.fasta,PP976091.1,"Rosa cymosa isolate R1 chloroplast, complete genome","PP976091.1 Rosa cymosa isolate R1 chloroplast, complete genome"
PV744386.fasta,PV744386.1,"Rosa daishanensis voucher CDBI:SF2012-015-2 chloroplast, complete genome","PV744386.1 Rosa daishanensis voucher CDBI:SF2012-015-2 chloroplast, complete genome"
PV744406.fasta,PV744406.1,"Rosa deqenensis voucher CDBI:GXF13439-7 chloroplast, complete genome","PV744406.1 Rosa deqenensis voucher CDBI:GXF13439-7 chloroplast, complete genome"
PV744405.fasta,PV744405.1,"Rosa derongensis voucher CDBI:GXF13437-4 chloroplast, complete genome","PV744405.1 Rosa derongensis voucher CDBI:GXF13437-4 chloroplast, complete genome"
PV786059.fasta,PV786059.1,"Rosa ecae chloroplast, complete genome","PV786059.1 Rosa ecae chloroplast, complete genome"
PV786060.fasta,PV786060.1,"Rosa fedtschenkoana chloroplast, complete genome","PV786060.1 Rosa fedtschenkoana chloroplast, complete genome"
OK509173.fasta,OK509173.1,"Rosa filipes isolate 20a voucher SF2012-034-1(CDBI) chloroplast, complete genome","OK509173.1 Rosa filipes isolate 20a voucher SF2012-034-1(CDBI) chloroplast, complete genome"
PV487599.fasta,PV487599.1,"Rosa forrestiana voucher CDBI:GXF18940-8 chloroplast, complete genome","PV487599.1 Rosa forrestiana voucher CDBI:GXF18940-8 chloroplast, complete genome"
PV487598.fasta,PV487598.1,"Rosa freitagii voucher FUMH:46139 chloroplast, complete genome","PV487598.1 Rosa freitagii voucher FUMH:46139 chloroplast, complete genome"
PV744391.fasta,PV744391.1,"Rosa fujisanensis voucher CDBI:TLR014 chloroplast, complete genome","PV744391.1 Rosa fujisanensis voucher CDBI:TLR014 chloroplast, complete genome"
OK509172.fasta,OK509172.1,"Rosa gallica isolate 116 voucher TLR104(CDBI) chloroplast, complete genome","OK509172.1 Rosa gallica isolate 116 voucher TLR104(CDBI) chloroplast, complete genome"
PV487597.fasta,PV487597.1,"Rosa glomerata voucher CDBI:GXF18947-1 chloroplast, complete genome","PV487597.1 Rosa glomerata voucher CDBI:GXF18947-1 chloroplast, complete genome"
PP191172.fasta,PP191172.1,"Rosa hugonis chloroplast, complete genome","PP191172.1 Rosa hugonis chloroplast, complete genome"
PP976097.fasta,PP976097.1,"Rosa hybrid cultivar isolate R7 cultivar Frau Karl Druschki chloroplast, complete genome","PP976097.1 Rosa hybrid cultivar isolate R7 cultivar Frau Karl Druschki chloroplast, complete genome"
