"","model_test","gene","p_M1a_M2a","sig_M1a_M2a","sig_M7_M8","pos_sel_both","model","lnL","stat_test","stat_value"
"216","M1a","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M1a",-689.958538,"p_M7_M8",0.671550541019025
"217","M2a","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M2a",-689.559708,"LRT_M1a_M2a",0.797659999999951
"218","M2a","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M2a",-689.559708,"LRT_M7_M8",0.79633200000012
"219","M2a","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M2a",-689.559708,"p_M7_M8",0.671550541019025
"220","M7","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M7",-689.95852,"LRT_M1a_M2a",0.797659999999951
"221","M7","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M7",-689.95852,"LRT_M7_M8",0.79633200000012
"222","M7","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M7",-689.95852,"p_M7_M8",0.671550541019025
"223","M8","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M8",-689.560354,"LRT_M1a_M2a",0.797659999999951
"224","M8","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M8",-689.560354,"LRT_M7_M8",0.79633200000012
"225","M8","ndhG",0.671104779469058,FALSE,FALSE,FALSE,"lnL_M8",-689.560354,"p_M7_M8",0.671550541019025
"226","M0","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M0",-1637.639749,"LRT_M1a_M2a",2.09351199999992
"227","M0","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M0",-1637.639749,"LRT_M7_M8",2.13869400000021
"228","M0","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M0",-1637.639749,"p_M7_M8",0.343232575127425
"229","M1a","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M1a",-1635.721914,"LRT_M1a_M2a",2.09351199999992
"230","M1a","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M1a",-1635.721914,"LRT_M7_M8",2.13869400000021
"231","M1a","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M1a",-1635.721914,"p_M7_M8",0.343232575127425
"232","M2a","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M2a",-1634.675158,"LRT_M1a_M2a",2.09351199999992
"233","M2a","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M2a",-1634.675158,"LRT_M7_M8",2.13869400000021
"234","M2a","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M2a",-1634.675158,"p_M7_M8",0.343232575127425
"235","M7","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M7",-1635.744504,"LRT_M1a_M2a",2.09351199999992
"236","M7","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M7",-1635.744504,"LRT_M7_M8",2.13869400000021
"237","M7","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M7",-1635.744504,"p_M7_M8",0.343232575127425
"238","M8","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M8",-1634.675157,"LRT_M1a_M2a",2.09351199999992
"239","M8","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M8",-1634.675157,"LRT_M7_M8",2.13869400000021
"240","M8","ndhH",0.351074790453202,FALSE,FALSE,FALSE,"lnL_M8",-1634.675157,"p_M7_M8",0.343232575127425
"241","M0","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M0",-706.325312,"LRT_M1a_M2a",0.191058000000112
"242","M0","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M0",-706.325312,"LRT_M7_M8",0.193072000000029
"243","M0","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M0",-706.325312,"p_M7_M8",0.907977209831806
"244","M1a","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M1a",-706.308707,"LRT_M1a_M2a",0.191058000000112
"245","M1a","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M1a",-706.308707,"LRT_M7_M8",0.193072000000029
"246","M1a","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M1a",-706.308707,"p_M7_M8",0.907977209831806
"247","M2a","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M2a",-706.213178,"LRT_M1a_M2a",0.191058000000112
"248","M2a","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M2a",-706.213178,"LRT_M7_M8",0.193072000000029
"249","M2a","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M2a",-706.213178,"p_M7_M8",0.907977209831806
"250","M7","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M7",-706.309714,"LRT_M1a_M2a",0.191058000000112
"251","M7","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M7",-706.309714,"LRT_M7_M8",0.193072000000029
"252","M7","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M7",-706.309714,"p_M7_M8",0.907977209831806
"253","M8","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M8",-706.213178,"LRT_M1a_M2a",0.191058000000112
"254","M8","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M8",-706.213178,"LRT_M7_M8",0.193072000000029
"255","M8","ndhI",0.908892003403329,FALSE,FALSE,FALSE,"lnL_M8",-706.213178,"p_M7_M8",0.907977209831806
"256","M0","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M0",-637.473803,"LRT_M1a_M2a",0.287854000000152
"257","M0","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M0",-637.473803,"LRT_M7_M8",0.326291999999967
"258","M0","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M0",-637.473803,"p_M7_M8",0.849467157155598
"259","M1a","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M1a",-637.61773,"LRT_M1a_M2a",0.287854000000152
"260","M1a","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M1a",-637.61773,"LRT_M7_M8",0.326291999999967
"261","M1a","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M1a",-637.61773,"p_M7_M8",0.849467157155598
"262","M2a","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M2a",-637.473803,"LRT_M1a_M2a",0.287854000000152
"263","M2a","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M2a",-637.473803,"LRT_M7_M8",0.326291999999967
"264","M2a","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M2a",-637.473803,"p_M7_M8",0.849467157155598
"265","M7","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M7",-637.636949,"LRT_M1a_M2a",0.287854000000152
"266","M7","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M7",-637.636949,"LRT_M7_M8",0.326291999999967
"267","M7","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M7",-637.636949,"p_M7_M8",0.849467157155598
"268","M8","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M8",-637.473803,"LRT_M1a_M2a",0.287854000000152
"269","M8","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M8",-637.473803,"LRT_M7_M8",0.326291999999967
"270","M8","ndhJ",0.865950960171961,FALSE,FALSE,FALSE,"lnL_M8",-637.473803,"p_M7_M8",0.849467157155598
"271","M0","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M0",-915.744052,"LRT_M1a_M2a",0.000250000000050932
"272","M0","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M0",-915.744052,"LRT_M7_M8",-0.000250000000050932
"273","M0","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M0",-915.744052,"p_M7_M8",1
"274","M1a","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M1a",-915.742895,"LRT_M1a_M2a",0.000250000000050932
"275","M1a","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M1a",-915.742895,"LRT_M7_M8",-0.000250000000050932
"276","M1a","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M1a",-915.742895,"p_M7_M8",1
"277","M2a","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M2a",-915.74277,"LRT_M1a_M2a",0.000250000000050932
"278","M2a","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M2a",-915.74277,"LRT_M7_M8",-0.000250000000050932
"279","M2a","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M2a",-915.74277,"p_M7_M8",1
"280","M7","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M7",-915.742758,"LRT_M1a_M2a",0.000250000000050932
"281","M7","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M7",-915.742758,"LRT_M7_M8",-0.000250000000050932
"282","M7","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M7",-915.742758,"p_M7_M8",1
"283","M8","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M8",-915.742883,"LRT_M1a_M2a",0.000250000000050932
"284","M8","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M8",-915.742883,"LRT_M7_M8",-0.000250000000050932
"285","M8","ndhK",0.999875007812149,FALSE,FALSE,FALSE,"lnL_M8",-915.742883,"p_M7_M8",1
"286","M0","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M0",-693.959041,"LRT_M1a_M2a",1.8000000181928e-05
"287","M0","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M0",-693.959041,"LRT_M7_M8",-0.12155800000005
"288","M0","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M0",-693.959041,"p_M7_M8",1
"289","M1a","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M1a",-693.95905,"LRT_M1a_M2a",1.8000000181928e-05
"290","M1a","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M1a",-693.95905,"LRT_M7_M8",-0.12155800000005
"291","M1a","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M1a",-693.95905,"p_M7_M8",1
"292","M2a","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M2a",-693.959041,"LRT_M1a_M2a",1.8000000181928e-05
"293","M2a","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M2a",-693.959041,"LRT_M7_M8",-0.12155800000005
"294","M2a","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M2a",-693.959041,"p_M7_M8",1
"295","M7","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M7",-693.959531,"LRT_M1a_M2a",1.8000000181928e-05
"296","M7","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M7",-693.959531,"LRT_M7_M8",-0.12155800000005
"297","M7","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M7",-693.959531,"p_M7_M8",1
"298","M8","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M8",-694.02031,"LRT_M1a_M2a",1.8000000181928e-05
"299","M8","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M8",-694.02031,"LRT_M7_M8",-0.12155800000005
"300","M8","pafI",0.999991000040409,FALSE,FALSE,FALSE,"lnL_M8",-694.02031,"p_M7_M8",1
"301","M0","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M0",-730.0019,"LRT_M1a_M2a",4.99999998737621e-05
"302","M0","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M0",-730.0019,"LRT_M7_M8",-0.00339199999984885
"303","M0","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M0",-730.0019,"p_M7_M8",1
"304","M1a","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M1a",-730.001675,"LRT_M1a_M2a",4.99999998737621e-05
"305","M1a","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M1a",-730.001675,"LRT_M7_M8",-0.00339199999984885
"306","M1a","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M1a",-730.001675,"p_M7_M8",1
"307","M2a","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M2a",-730.00165,"LRT_M1a_M2a",4.99999998737621e-05
"308","M2a","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M2a",-730.00165,"LRT_M7_M8",-0.00339199999984885
"309","M2a","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M2a",-730.00165,"p_M7_M8",1
"310","M7","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M7",-730.001648,"LRT_M1a_M2a",4.99999998737621e-05
"311","M7","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M7",-730.001648,"LRT_M7_M8",-0.00339199999984885
"312","M7","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M7",-730.001648,"p_M7_M8",1
"313","M8","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M8",-730.003344,"LRT_M1a_M2a",4.99999998737621e-05
"314","M8","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M8",-730.003344,"LRT_M7_M8",-0.00339199999984885
"315","M8","pafII",0.99997500031256,FALSE,FALSE,FALSE,"lnL_M8",-730.003344,"p_M7_M8",1
"316","M0","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M0",-1320.320987,"LRT_M1a_M2a",8.53616999999986
"317","M0","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M0",-1320.320987,"LRT_M7_M8",8.52583000000004
"318","M0","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M0",-1320.320987,"p_M7_M8",0.0140811958405709
"319","M1a","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M1a",-1321.537817,"LRT_M1a_M2a",8.53616999999986
"320","M1a","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M1a",-1321.537817,"LRT_M7_M8",8.52583000000004
"321","M1a","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M1a",-1321.537817,"p_M7_M8",0.0140811958405709
"322","M2a","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M2a",-1317.269732,"LRT_M1a_M2a",8.53616999999986
"323","M2a","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M2a",-1317.269732,"LRT_M7_M8",8.52583000000004
"324","M2a","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M2a",-1317.269732,"p_M7_M8",0.0140811958405709
"325","M7","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M7",-1321.53782,"LRT_M1a_M2a",8.53616999999986
"326","M7","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M7",-1321.53782,"LRT_M7_M8",8.52583000000004
"327","M7","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M7",-1321.53782,"p_M7_M8",0.0140811958405709
"328","M8","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M8",-1317.274905,"LRT_M1a_M2a",8.53616999999986
"329","M8","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M8",-1317.274905,"LRT_M7_M8",8.52583000000004
"330","M8","petA",0.0140085839216232,TRUE,TRUE,TRUE,"lnL_M8",-1317.274905,"p_M7_M8",0.0140811958405709
"331","M0","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M0",-869.763073,"LRT_M1a_M2a",0.000162000000045737
"332","M0","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M0",-869.763073,"LRT_M7_M8",-0.000160000000050786
"333","M0","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M0",-869.763073,"p_M7_M8",1
"334","M1a","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M1a",-869.762334,"LRT_M1a_M2a",0.000162000000045737
"335","M1a","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M1a",-869.762334,"LRT_M7_M8",-0.000160000000050786
"336","M1a","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M1a",-869.762334,"p_M7_M8",1
"337","M2a","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M2a",-869.762253,"LRT_M1a_M2a",0.000162000000045737
"338","M2a","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M2a",-869.762253,"LRT_M7_M8",-0.000160000000050786
"339","M2a","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M2a",-869.762253,"p_M7_M8",1
"340","M7","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M7",-869.762245,"LRT_M1a_M2a",0.000162000000045737
"341","M7","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M7",-869.762245,"LRT_M7_M8",-0.000160000000050786
"342","M7","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M7",-869.762245,"p_M7_M8",1
"343","M8","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M8",-869.762325,"LRT_M1a_M2a",0.000162000000045737
"344","M8","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M8",-869.762325,"LRT_M7_M8",-0.000160000000050786
"345","M8","petB",0.999919003280389,FALSE,FALSE,FALSE,"lnL_M8",-869.762325,"p_M7_M8",1
"346","M0","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M0",-635.473684,"LRT_M1a_M2a",1.61375799999996
"347","M0","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M0",-635.473684,"LRT_M7_M8",1.61573199999998
"348","M0","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M0",-635.473684,"p_M7_M8",0.445808406989212
"349","M1a","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M1a",-635.466144,"LRT_M1a_M2a",1.61375799999996
"350","M1a","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M1a",-635.466144,"LRT_M7_M8",1.61573199999998
"351","M1a","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M1a",-635.466144,"p_M7_M8",0.445808406989212
"352","M2a","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M2a",-634.659265,"LRT_M1a_M2a",1.61375799999996
"353","M2a","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M2a",-634.659265,"LRT_M7_M8",1.61573199999998
"354","M2a","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M2a",-634.659265,"p_M7_M8",0.445808406989212
"355","M7","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M7",-635.467129,"LRT_M1a_M2a",1.61375799999996
"356","M7","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M7",-635.467129,"LRT_M7_M8",1.61573199999998
"357","M7","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M7",-635.467129,"p_M7_M8",0.445808406989212
"358","M8","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M8",-634.659263,"LRT_M1a_M2a",1.61375799999996
"359","M8","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M8",-634.659263,"LRT_M7_M8",1.61573199999998
"360","M8","petD",0.446248637104738,FALSE,FALSE,FALSE,"lnL_M8",-634.659263,"p_M7_M8",0.445808406989212
"361","M0","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M0",-3065.52828,"LRT_M1a_M2a",0.000272000000222761
"362","M0","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M0",-3065.52828,"LRT_M7_M8",-0.000546000000213098
"363","M0","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M0",-3065.52828,"p_M7_M8",1
"364","M1a","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M1a",-3065.527058,"LRT_M1a_M2a",0.000272000000222761
"365","M1a","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M1a",-3065.527058,"LRT_M7_M8",-0.000546000000213098
"366","M1a","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M1a",-3065.527058,"p_M7_M8",1
"367","M2a","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M2a",-3065.526922,"LRT_M1a_M2a",0.000272000000222761
"368","M2a","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M2a",-3065.526922,"LRT_M7_M8",-0.000546000000213098
"369","M2a","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M2a",-3065.526922,"p_M7_M8",1
"370","M7","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M7",-3065.52691,"LRT_M1a_M2a",0.000272000000222761
"371","M7","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M7",-3065.52691,"LRT_M7_M8",-0.000546000000213098
"372","M7","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M7",-3065.52691,"p_M7_M8",1
"373","M8","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M8",-3065.527183,"LRT_M1a_M2a",0.000272000000222761
"374","M8","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M8",-3065.527183,"LRT_M7_M8",-0.000546000000213098
"375","M8","psaA",0.999864009247469,FALSE,FALSE,FALSE,"lnL_M8",-3065.527183,"p_M7_M8",1
"376","M0","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M0",-2986.056982,"LRT_M1a_M2a",0.000283999999737716
"377","M0","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M0",-2986.056982,"LRT_M7_M8",-0.0418159999999261
"378","M0","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M0",-2986.056982,"p_M7_M8",1
"379","M1a","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M1a",-2986.055704,"LRT_M1a_M2a",0.000283999999737716
"380","M1a","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M1a",-2986.055704,"LRT_M7_M8",-0.0418159999999261
"381","M1a","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M1a",-2986.055704,"p_M7_M8",1
"382","M2a","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M2a",-2986.055562,"LRT_M1a_M2a",0.000283999999737716
"383","M2a","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M2a",-2986.055562,"LRT_M7_M8",-0.0418159999999261
"384","M2a","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M2a",-2986.055562,"p_M7_M8",1
"385","M7","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M7",-2986.055548,"LRT_M1a_M2a",0.000283999999737716
"386","M7","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M7",-2986.055548,"LRT_M7_M8",-0.0418159999999261
"387","M7","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M7",-2986.055548,"p_M7_M8",1
"388","M8","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M8",-2986.076456,"LRT_M1a_M2a",0.000283999999737716
"389","M8","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M8",-2986.076456,"LRT_M7_M8",-0.0418159999999261
"390","M8","psaB",0.999858010081654,FALSE,FALSE,FALSE,"lnL_M8",-2986.076456,"p_M7_M8",1
"391","M0","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M0",-318.191472,"LRT_M1a_M2a",0.00102400000002945
"392","M0","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M0",-318.191472,"LRT_M7_M8",0
"393","M0","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M0",-318.191472,"p_M7_M8",1
"394","M1a","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M1a",-318.191526,"LRT_M1a_M2a",0.00102400000002945
"395","M1a","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M1a",-318.191526,"LRT_M7_M8",0
"396","M1a","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M1a",-318.191526,"p_M7_M8",1
"397","M2a","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M2a",-318.191014,"LRT_M1a_M2a",0.00102400000002945
"398","M2a","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M2a",-318.191014,"LRT_M7_M8",0
"399","M2a","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M2a",-318.191014,"p_M7_M8",1
"400","M7","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M7",-318.191014,"LRT_M1a_M2a",0.00102400000002945
"401","M7","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M7",-318.191014,"LRT_M7_M8",0
"402","M7","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M7",-318.191014,"p_M7_M8",1
"403","M8","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M8",-318.191014,"LRT_M1a_M2a",0.00102400000002945
"404","M8","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M8",-318.191014,"LRT_M7_M8",0
"405","M8","psaC",0.999488131049618,FALSE,FALSE,FALSE,"lnL_M8",-318.191014,"p_M7_M8",1
"406","M0","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M0",-1417.615894,"LRT_M1a_M2a",0.000217999999676977
"407","M0","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M0",-1417.615894,"LRT_M7_M8",-0.000207999999929598
"408","M0","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M0",-1417.615894,"p_M7_M8",1
"409","M1a","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M1a",-1417.614903,"LRT_M1a_M2a",0.000217999999676977
"410","M1a","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M1a",-1417.614903,"LRT_M7_M8",-0.000207999999929598
"411","M1a","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M1a",-1417.614903,"p_M7_M8",1
"412","M2a","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M2a",-1417.614794,"LRT_M1a_M2a",0.000217999999676977
"413","M2a","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M2a",-1417.614794,"LRT_M7_M8",-0.000207999999929598
"414","M2a","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M2a",-1417.614794,"p_M7_M8",1
"415","M7","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M7",-1417.614788,"LRT_M1a_M2a",0.000217999999676977
"416","M7","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M7",-1417.614788,"LRT_M7_M8",-0.000207999999929598
"417","M7","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M7",-1417.614788,"p_M7_M8",1
"418","M8","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M8",-1417.614892,"LRT_M1a_M2a",0.000217999999676977
"419","M8","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M8",-1417.614892,"LRT_M7_M8",-0.000207999999929598
"420","M8","psbA",0.999891005940446,FALSE,FALSE,FALSE,"lnL_M8",-1417.614892,"p_M7_M8",1
"421","M0","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M0",-2053.149822,"LRT_M1a_M2a",0.000332000000526023
"422","M0","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M0",-2053.149822,"LRT_M7_M8",-0.000333999999384105
"423","M0","psbB",0.999834013776975,FALSE,FALSE,FALSE,"lnL_M0",-2053.149822,"p_M7_M8",1
