accession,genome_size_bp,year,taxonomy_id,kingdom,phylum,class,order,family,genus,species,title
PP531548,157255,2026,642889,NA,NA,NA,NA,NA,NA,NA,"Acronema paniculatum chloroplast, complete genome"
PP531547,158492,2026,3134723,NA,NA,NA,NA,NA,NA,NA,"Acronema handelii chloroplast, complete genome"
PP531546,159450,2026,3134724,NA,NA,NA,NA,NA,NA,NA,"Acronema gracile chloroplast, complete genome"
PP531545,161107,2026,1205688,NA,NA,NA,NA,NA,NA,NA,"Acronema tenerum chloroplast, complete genome"
PX516262,152471,2026,1210469,NA,NA,NA,NA,NA,NA,NA,"Eleutherine bulbosa chloroplast, complete genome"
PX427841,151973,2026,1037342,NA,NA,NA,NA,NA,NA,NA,"Lilium basilissum isolate mh23080238 chloroplast, complete genome"
PX427840,151573,2026,152096,NA,NA,NA,NA,NA,NA,NA,"Fritillaria usuriensis isolate MH24041947 chloroplast, complete genome"
PX427839,151073,2026,2927935,NA,NA,NA,NA,NA,NA,NA,"Fritillaria unibracteata var. maculata isolate SYC202209 chloroplast, complete genome"
PX427838,152116,2026,108546,NA,NA,NA,NA,NA,NA,NA,"Fritillaria thunbergii isolate ZXL19001 chloroplast, complete genome"
PX427837,151701,2026,152093,NA,NA,NA,NA,NA,NA,NA,"Fritillaria taipaiensis isolate ZXL19423 chloroplast, complete genome"
PX427836,151587,2026,152093,NA,NA,NA,NA,NA,NA,NA,"Fritillaria taipaiensis isolate ZXL19505 chloroplast, complete genome"
PX427835,151985,2026,1768213,NA,NA,NA,NA,NA,NA,NA,"Fritillaria sichuanica isolate SYC201101 chloroplast, complete genome"
PX427834,151996,2026,1768213,NA,NA,NA,NA,NA,NA,NA,"Fritillaria sichuanica isolate SYC200801 chloroplast, complete genome"
PX427833,151705,2026,152092,NA,NA,NA,NA,NA,NA,NA,"Fritillaria przewalskii isolate SYC201901 chloroplast, complete genome"
PX427832,151577,2026,152092,NA,NA,NA,NA,NA,NA,NA,"Fritillaria przewalskii isolate ZXL21067 chloroplast, complete genome"
PX427831,152075,2026,152091,NA,NA,NA,NA,NA,NA,NA,"Fritillaria pallidiflora isolate MH24041948 chloroplast, complete genome"
PX427830,151063,2026,744035,NA,NA,NA,NA,NA,NA,NA,"Fritillaria mellea isolate MH23060118 chloroplast, complete genome"
PX427829,151050,2026,744035,NA,NA,NA,NA,NA,NA,NA,"Fritillaria mellea isolate MH2305312 chloroplast, complete genome"
PX427828,151071,2026,744035,NA,NA,NA,NA,NA,NA,NA,"Fritillaria mellea isolate ZXL21068 chloroplast, complete genome"
PX427827,151599,2026,279687,NA,NA,NA,NA,NA,NA,NA,"Fritillaria maximowiczii isolate ZXL21051 chloroplast, complete genome"
PX427826,152116,2026,279669,NA,NA,NA,NA,NA,NA,NA,"Fritillaria karelinii isolate ZXL25019 chloroplast, complete genome"
PX427825,151948,2026,3466474,NA,NA,NA,NA,NA,NA,NA,"Fritillaria sp. T73507-1 isolate ZXL19355 chloroplast, complete genome"
PX427824,152038,2026,3466474,NA,NA,NA,NA,NA,NA,NA,"Fritillaria sp. T73507-1 isolate SYC202902 chloroplast, complete genome"
PX427823,152046,2026,3466474,NA,NA,NA,NA,NA,NA,NA,"Fritillaria sp. T73507-1 isolate SYC202705 chloroplast, complete genome"
PX427822,151980,2026,3466474,NA,NA,NA,NA,NA,NA,NA,"Fritillaria sp. T73507-1 isolate ZXL19410 chloroplast, complete genome"
PX427821,152060,2026,152088,NA,NA,NA,NA,NA,NA,NA,"Fritillaria delavayi isolate ZXL21073 chloroplast, complete genome"
PX427820,152896,2026,279663,NA,NA,NA,NA,NA,NA,NA,"Fritillaria davidii isolate ZXL21025 chloroplast, complete genome"
PX427819,151858,2026,1461639,NA,NA,NA,NA,NA,NA,NA,"Fritillaria crassicaulis isolate ZXL21041 chloroplast, complete genome"
PX427818,151824,2026,152097,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa var. ecirrhosa isolate SYC200101 chloroplast, complete genome"
PX427817,152065,2026,152097,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa var. ecirrhosa isolate ZXL19363 chloroplast, complete genome"
PX427816,151880,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate ZXL21035 chloroplast, complete genome"
PX427815,152155,2026,108543,NA,NA,NA,NA,NA,NA,NA,"Fritillaria anhuiensis isolate ZXL21008 chloroplast, complete genome"
PV005926,139418,2026,4580,NA,NA,NA,NA,NA,NA,NA,"Zea perennis strain AN21TNTL0368 chloroplast, complete genome"
PQ963857,139075,2026,1755023,NA,NA,NA,NA,NA,NA,NA,"Andropogon amethystinus chloroplast, complete genome"
PZ161599,138428,2026,3695667,NA,NA,NA,NA,NA,NA,NA,"Aristida triseta voucher KPP864 chloroplast, complete genome"
PX070074,156191,2026,2975459,NA,NA,NA,NA,NA,NA,NA,"Asparagus taliensis isolate A6 chloroplast, complete genome"
PZ188340,158032,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM079 voucher 15-Jul-24 chloroplast, complete genome"
PZ188339,157943,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM078 voucher 15-Jul-24 chloroplast, complete genome"
PZ188338,157943,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM077 voucher 15-Jul-24 chloroplast, complete genome"
PZ188337,158105,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM076 voucher 15-Jul-24 chloroplast, complete genome"
PZ188336,157945,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM075 voucher 15-Jul-24 chloroplast, complete genome"
PZ188335,158032,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM074 voucher 15-Jul-24 chloroplast, complete genome"
PZ188334,158064,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM073 voucher 4-Jul-24 chloroplast, complete genome"
PZ188333,158026,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM072 voucher 4-Jul-24 chloroplast, complete genome"
PZ188332,158070,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM071 voucher 4-Jul-24 chloroplast, complete genome"
PZ188331,158043,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM070 voucher 4-Jul-24 chloroplast, complete genome"
PZ188330,158026,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM069 voucher 4-Jul-24 chloroplast, complete genome"
PZ188329,158064,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM068 voucher 4-Jul-24 chloroplast, complete genome"
PZ188328,158103,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM067 voucher 4-Jul-24 chloroplast, complete genome"
PZ188327,158079,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM066 voucher 4-Jul-24 chloroplast, complete genome"
PZ188326,158104,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM065 voucher 4-Jul-24 chloroplast, complete genome"
PZ188325,158103,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM064 voucher 4-Jul-24 chloroplast, complete genome"
PZ188324,158103,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM063 voucher 4-Jul-24 chloroplast, complete genome"
PZ188323,158125,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM062 voucher 4-Jul-24 chloroplast, complete genome"
PZ188322,158144,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM061 voucher 4-Jul-24 chloroplast, complete genome"
PZ188321,158144,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM060 voucher 4-Jul-24 chloroplast, complete genome"
PZ188320,158144,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM059 voucher 4-Jul-24 chloroplast, complete genome"
PZ188319,158144,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM058 voucher 4-Jul-24 chloroplast, complete genome"
PZ188318,158143,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM057 voucher 4-Jul-24 chloroplast, complete genome"
PZ188317,158143,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM056 voucher 4-Jul-24 chloroplast, complete genome"
PZ188316,157974,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM055 voucher 19-Jun-24 chloroplast, complete genome"
PZ188315,157983,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM054 voucher 19-Jun-24 chloroplast, complete genome"
PZ188314,157928,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM053 voucher 19-Jun-24 chloroplast, complete genome"
PZ188313,157930,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM052 voucher 19-Jun-24 chloroplast, complete genome"
PZ188312,158006,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM051 voucher 19-Jun-24 chloroplast, complete genome"
PZ188311,158014,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM050 voucher 19-Jun-24 chloroplast, complete genome"
PZ188310,158022,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM049 voucher 19-Jun-24 chloroplast, complete genome"
PZ188309,158028,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM048 voucher 19-Jun-24 chloroplast, complete genome"
PZ188308,158102,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM047 voucher 4-Jun-24 chloroplast, complete genome"
PZ188307,158081,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM046 voucher 4-Jun-24 chloroplast, complete genome"
PZ188306,158087,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM045 voucher 4-Jun-24 chloroplast, complete genome"
PZ188305,158110,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM044 voucher 4-Jun-24 chloroplast, complete genome"
PZ188304,158082,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM043 voucher 4-Jun-24 chloroplast, complete genome"
PZ188303,158083,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM042 voucher 4-Jun-24 chloroplast, complete genome"
PZ188302,158111,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM041 voucher 4-Jun-24 chloroplast, complete genome"
PZ188301,158083,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM040 voucher 4-Jun-24 chloroplast, complete genome"
PZ188300,158103,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM039 voucher 4-Jun-24 chloroplast, complete genome"
PZ188299,158096,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM038 voucher 4-Jun-24 chloroplast, complete genome"
PZ188298,158104,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM037 voucher 4-Jun-24 chloroplast, complete genome"
PZ188297,158046,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM036 voucher 4-Jun-24 chloroplast, complete genome"
PZ188296,158076,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM035 voucher 4-Jun-24 chloroplast, complete genome"
PZ188295,158076,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM034 voucher 4-Jun-24 chloroplast, complete genome"
PZ188294,158076,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM033 voucher 4-Jun-24 chloroplast, complete genome"
PZ188293,158083,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM032 voucher 4-Jun-24 chloroplast, complete genome"
PZ188292,158076,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM031 voucher 4-Jun-24 chloroplast, complete genome"
PZ188291,158075,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM030 voucher 4-Jun-24 chloroplast, complete genome"
PZ188290,158076,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM029 voucher 4-Jun-24 chloroplast, complete genome"
PZ188289,158075,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM028 voucher 4-Jun-24 chloroplast, complete genome"
PZ188288,158083,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM027 voucher 29-May-24 chloroplast, complete genome"
PZ188287,158139,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM026 voucher 29-May-24 chloroplast, complete genome"
PZ188286,158091,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM025 voucher 29-May-24 chloroplast, complete genome"
PZ188285,158083,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM024 voucher 29-May-24 chloroplast, complete genome"
PZ188284,158122,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM023 voucher 29-May-24 chloroplast, complete genome"
PZ188283,158083,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM022 voucher 29-May-24 chloroplast, complete genome"
PZ188282,157971,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM021 voucher 29-May-24 chloroplast, complete genome"
PZ188281,157953,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM020 voucher 29-May-24 chloroplast, complete genome"
PZ188280,157970,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM019 voucher 29-May-24 chloroplast, complete genome"
PZ188279,157971,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM018 voucher 29-May-24 chloroplast, complete genome"
PZ188278,158010,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM017 voucher 18-May-24 chloroplast, complete genome"
PZ188277,157805,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM016 voucher 18-May-24 chloroplast, complete genome"
PZ188276,157768,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM015 voucher 18-May-24 chloroplast, complete genome"
PZ188275,157767,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM014 voucher 18-May-24 chloroplast, complete genome"
PZ188274,157821,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM013 voucher 18-May-24 chloroplast, complete genome"
PZ188273,157767,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM012 voucher 18-May-24 chloroplast, complete genome"
PZ188272,158102,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM011 voucher 18-May-24 chloroplast, complete genome"
PZ188271,158117,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM010 voucher 18-May-24 chloroplast, complete genome"
PZ188270,158111,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM009 voucher 18-May-24 chloroplast, complete genome"
PZ188269,157914,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM008 voucher 18-May-24 chloroplast, complete genome"
PZ188268,158117,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM007 voucher 18-May-24 chloroplast, complete genome"
PZ188267,158117,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM006 voucher 18-May-24 chloroplast, complete genome"
PZ188266,157990,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM005 voucher 13-May-24 chloroplast, complete genome"
PZ188265,157955,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM004 voucher 13-May-24 chloroplast, complete genome"
PZ188264,157941,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM003 voucher 13-May-24 chloroplast, complete genome"
PZ188263,157940,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM002 voucher 13-May-24 chloroplast, complete genome"
PZ188262,157939,2026,1501231,NA,NA,NA,NA,NA,NA,NA,"Prunus mongolica isolate PM001 voucher 13-May-24 chloroplast, complete genome"
PZ188502,151548,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate LJS2-3 chloroplast, complete genome"
PZ188501,151540,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate LJS2-2 chloroplast, complete genome"
PZ188500,151540,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate LJS2-1 chloroplast, complete genome"
PZ188499,151541,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate LJS1-3 chloroplast, complete genome"
PZ188498,151538,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate LJS1-2 chloroplast, complete genome"
PZ188497,151541,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate LJS1-1 chloroplast, complete genome"
PZ188496,151988,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate DQ-3 chloroplast, complete genome"
PZ188495,151988,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate DQ-2 chloroplast, complete genome"
PZ188494,151988,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate DQ-1 chloroplast, complete genome"
PZ188493,151532,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate DL-3 chloroplast, complete genome"
PZ188492,151531,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate DL-2 chloroplast, complete genome"
PZ188491,151530,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate DL-1 chloroplast, complete genome"
PZ188490,151869,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate BL-3 chloroplast, complete genome"
PZ188489,151868,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate BL-2 chloroplast, complete genome"
PZ188488,151869,2026,108544,NA,NA,NA,NA,NA,NA,NA,"Fritillaria cirrhosa isolate BL-1 chloroplast, complete genome"
PZ188367,124891,2026,47088,NA,NA,NA,NA,NA,NA,NA,"Cicer pinnatifidum chloroplast, complete genome"
PZ183444,155580,2026,1807831,NA,NA,NA,NA,NA,NA,NA,"Solanum hirtulum chloroplast, complete genome"
PZ180086,156357,2026,3695972,NA,NA,NA,NA,NA,NA,NA,"Camellia cattienensis voucher DLU00008048 chloroplast, complete genome"
PZ182191,153511,2026,3696489,NA,NA,NA,NA,NA,NA,NA,"Swertia muliensis chloroplast, complete genome"
PZ173272,153121,2026,768545,NA,NA,NA,NA,NA,NA,NA,"Sesamum schinzianum voucher GY chloroplast, complete genome"
PZ173271,153338,2026,4182,NA,NA,NA,NA,NA,NA,NA,"Sesamum indicum cultivar Zhongzhi No.11 chloroplast, complete genome"
PV476735,137897,2026,3415644,NA,NA,NA,NA,NA,NA,NA,"Chusquea contrerasii chloroplast, complete genome"
PV476734,138067,2026,3415644,NA,NA,NA,NA,NA,NA,NA,"Chusquea contrerasii chloroplast, complete genome"
PV424174,137917,2026,3413454,NA,NA,NA,NA,NA,NA,NA,"Chusquea cortesii chloroplast, complete genome"
PZ172410,125748,2026,92718,NA,NA,NA,NA,NA,NA,NA,"Cicer yamashitae isolate ICC17117 chloroplast, complete genome"
PZ172409,124287,2026,92720,NA,NA,NA,NA,NA,NA,NA,"Cicer cuneatum isolate ICC17162 chloroplast, complete genome"
PZ172408,125542,2026,107682,NA,NA,NA,NA,NA,NA,NA,"Cicer chorassanicum isolate ICC17141 chloroplast, complete genome"
PX122084,150761,2026,202159,NA,NA,NA,NA,NA,NA,NA,"Erythronium tuolumnense chloroplast, complete genome"
PX122083,150651,2026,202152,NA,NA,NA,NA,NA,NA,NA,"Erythronium revolutum chloroplast, complete genome"
PX122082,150727,2026,202143,NA,NA,NA,NA,NA,NA,NA,"Erythronium multiscapideum chloroplast, complete genome"
PX122081,151827,2026,49642,NA,NA,NA,NA,NA,NA,NA,"Erythronium japonicum chloroplast, complete genome"
PX122080,150647,2026,202130,NA,NA,NA,NA,NA,NA,NA,"Erythronium grandiflorum chloroplast, complete genome"
PX122079,151333,2026,202128,NA,NA,NA,NA,NA,NA,NA,"Erythronium dens-canis chloroplast, complete genome"
PX122078,150695,2026,202127,NA,NA,NA,NA,NA,NA,NA,"Erythronium citrinum chloroplast, complete genome"
PX122077,151312,2026,202126,NA,NA,NA,NA,NA,NA,NA,"Erythronium caucasicum chloroplast, complete genome"
PX122076,150715,2026,202123,NA,NA,NA,NA,NA,NA,NA,"Erythronium californicum chloroplast, complete genome"
PX122075,151114,2026,202119,NA,NA,NA,NA,NA,NA,NA,"Erythronium americanum chloroplast, complete genome"
PX122074,151599,2026,134856,NA,NA,NA,NA,NA,NA,NA,"Erythronium albidum chloroplast, complete genome"
PP530891,164112,2026,584766,NA,NA,NA,NA,NA,NA,NA,"Trachydium involucellatum chloroplast, complete genome"
PP530890,155733,2026,165487,NA,NA,NA,NA,NA,NA,NA,"Trachydium simplicifolium isolate P chloroplast, complete genome"
PP530889,156218,2026,1205766,NA,NA,NA,NA,NA,NA,NA,"Physospermopsis obtusiuscula isolate TRM chloroplast, complete genome"
PP530888,155923,2026,496692,NA,NA,NA,NA,NA,NA,NA,"Hymenidium wilsonii isolate TRM chloroplast, complete genome"
PP530887,165608,2026,239678,NA,NA,NA,NA,NA,NA,NA,"Sinolimprichtia alpina isolate TRM chloroplast, complete genome"
PP530886,155687,2026,165487,NA,NA,NA,NA,NA,NA,NA,"Trachydium simplicifolium isolate F chloroplast, complete genome"
PP530885,168352,2026,3132775,NA,NA,NA,NA,NA,NA,NA,"Trachydium tibetanicum isolate TRM chloroplast, complete genome"
PP530884,145381,2026,584769,NA,NA,NA,NA,NA,NA,NA,"Trachydium subnudum isolate N chloroplast, complete genome"
PP530883,145734,2026,584769,NA,NA,NA,NA,NA,NA,NA,"Trachydium subnudum isolate LS chloroplast, complete genome"
PZ098638,134751,2026,376128,NA,NA,NA,NA,NA,NA,NA,"Melica picta voucher NY chloroplast, complete genome"
PZ098637,134739,2026,1496761,NA,NA,NA,NA,NA,NA,NA,"Melica persica voucher NY:2518314 chloroplast, complete genome"
PZ098636,134733,2026,1043333,NA,NA,NA,NA,NA,NA,NA,"Melica scabrosa voucher NY:3750044 chloroplast, complete genome"
PZ098635,134817,2026,3692195,NA,NA,NA,NA,NA,NA,NA,"Melica violacea voucher NY chloroplast, complete genome"
PZ098634,134515,2026,3692186,NA,NA,NA,NA,NA,NA,NA,"Melica eremophila voucher NY chloroplast, complete genome"
PZ098633,134496,2026,3692192,NA,NA,NA,NA,NA,NA,NA,"Melica scabra voucher NY chloroplast, complete genome"
PZ098632,134400,2026,3695591,NA,NA,NA,NA,NA,NA,NA,"Melica sarmentosa voucher NY chloroplast, complete genome"
PZ098631,134280,2026,3695591,NA,NA,NA,NA,NA,NA,NA,"Melica sarmentosa voucher NY:650600 chloroplast, complete genome"
PZ098630,134717,2026,1878981,NA,NA,NA,NA,NA,NA,NA,"Melica macra voucher NY chloroplast, complete genome"
PZ098629,134749,2026,1878981,NA,NA,NA,NA,NA,NA,NA,"Melica macra voucher NY chloroplast, complete genome"
PZ098628,134667,2026,1550215,NA,NA,NA,NA,NA,NA,NA,"Melica brasiliana voucher NY chloroplast, complete genome"
PZ098627,134788,2026,3066110,NA,NA,NA,NA,NA,NA,NA,"Melica argyrea voucher NY chloroplast, complete genome"
PZ098626,134788,2026,3066110,NA,NA,NA,NA,NA,NA,NA,"Melica argyrea voucher NY chloroplast, complete genome"
PZ098625,134879,2026,3692184,NA,NA,NA,NA,NA,NA,NA,"Melica chilensis voucher NY chloroplast, complete genome"
PZ098624,134774,2026,1497109,NA,NA,NA,NA,NA,NA,NA,"Melica subulata voucher NY:1725448 chloroplast, complete genome"
PZ098623,134707,2026,1497109,NA,NA,NA,NA,NA,NA,NA,"Melica subulata voucher NY:1724902 chloroplast, complete genome"
PZ098622,134820,2026,1550220,NA,NA,NA,NA,NA,NA,NA,"Melica stricta voucher NY:1724864 chloroplast, complete genome"
PZ098621,134171,2026,2071947,NA,NA,NA,NA,NA,NA,NA,"Melica spectabilis voucher NY:3457470 chloroplast, complete genome"
PZ098620,134545,2026,1550219,NA,NA,NA,NA,NA,NA,NA,"Melica smithii voucher NY:1724694 chloroplast, complete genome"
PZ098619,134545,2026,1550217,NA,NA,NA,NA,NA,NA,NA,"Melica porteri voucher NY:1724653 chloroplast, complete genome"
PZ098618,134732,2026,2527785,NA,NA,NA,NA,NA,NA,NA,"Melica nitens voucher NY:4386506 chloroplast, complete genome"
PZ098617,134757,2026,2527785,NA,NA,NA,NA,NA,NA,NA,"Melica nitens voucher NY:1739789 chloroplast, complete genome"
PZ098616,134899,2026,888272,NA,NA,NA,NA,NA,NA,NA,"Melica mutica voucher NY:1739751 chloroplast, complete genome"
PZ098615,134671,2026,37726,NA,NA,NA,NA,NA,NA,NA,"Melica imperfecta voucher NY:1739542 chloroplast, complete genome"
PZ098614,136135,2026,388684,NA,NA,NA,NA,NA,NA,NA,"Glyceria septentrionalis voucher NY:2147574 chloroplast, complete genome"
PZ098613,134635,2026,2071946,NA,NA,NA,NA,NA,NA,NA,"Melica fugax voucher NY:1160574 chloroplast, complete genome"
PZ098612,134842,2026,1550221,NA,NA,NA,NA,NA,NA,NA,"Melica torreyana voucher NY:1088729 chloroplast, complete genome"
PZ098611,134489,2026,388685,NA,NA,NA,NA,NA,NA,NA,"Melica bulbosa voucher NY:3998014 chloroplast, complete genome"
PZ098610,134738,2026,3695581,NA,NA,NA,NA,NA,NA,NA,"Melica aristata voucher NY:1737854 chloroplast, complete genome"
PZ098609,132947,2026,1118094,NA,NA,NA,NA,NA,NA,NA,"Triniochloa stipoides voucher NY:3229930 chloroplast, complete genome"
PZ098608,136488,2026,1104334,NA,NA,NA,NA,NA,NA,NA,"Glyceria lithuanica voucher NY:4313443 chloroplast, complete genome"
PZ098607,136346,2026,1104331,NA,NA,NA,NA,NA,NA,NA,"Glyceria alnasteretum voucher NY:4313427 chloroplast, complete genome"
PZ098606,136346,2026,1104331,NA,NA,NA,NA,NA,NA,NA,"Glyceria alnasteretum voucher NY:4313423 chloroplast, complete genome"
PZ098605,136316,2026,388680,NA,NA,NA,NA,NA,NA,NA,"Glyceria maxima voucher NY chloroplast, complete genome"
PZ098604,135910,2026,254778,NA,NA,NA,NA,NA,NA,NA,"Glyceria fluitans voucher NY:2530924 chloroplast, complete genome"
PZ098603,135879,2026,3695585,NA,NA,NA,NA,NA,NA,NA,"Glyceria multiflora voucher NY chloroplast, complete genome"
PZ098602,136013,2026,37677,NA,NA,NA,NA,NA,NA,NA,"Glyceria striata voucher NY:2147563 chloroplast, complete genome"
